// Melia
// Database file
// 
// This file is mostly for reference, as the client controls which
// abilities appear as learnable, and under which conditions.
// 
// Values: category, jobId, abilityId, [name], maxLevel, [price, time | priceTime], unlock
//---------------------------------------------------------------------------

[
// Warrior
//---------------------------------------------------------------------------
{ category: "Warrior", jobId: 1001, abilityId: 10000, name: "Weapon Swap", maxLevel: 1, price: 100, time: 1, unlock: 'UNLOCK_ABIL_CIRCLE("Char1_1", 2)' },
{ category: "Warrior", jobId: 1001, abilityId: 10012, name: "Cloth Mastery: Magic", maxLevel: 50, priceTime: 'ABIL_MASTERY_PRICE', unlock: '' },
{ category: "Warrior", jobId: 1001, abilityId: 10013, name: "Leather Mastery: Dexterity", maxLevel: 50, priceTime: 'ABIL_MASTERY_PRICE', unlock: '' },
{ category: "Warrior", jobId: 1001, abilityId: 10014, name: "Plate Mastery: Defense", maxLevel: 50, priceTime: 'ABIL_MASTERY_PRICE', unlock: '' },
{ category: "Highlander", jobId: 1002, abilityId: 103020, name: "Cartar Stroke: Collision Damage", maxLevel: 1, priceTime: 'ABIL_2RANK_NORMAL_PRICE', unlock: 'UNLOCK_ABIL_SKILL("Highlander_CartarStroke", 3)' },
{ category: "Highlander", jobId: 1002, abilityId: 103021, name: "Skull Swing: No Jump", maxLevel: 1, priceTime: 'ABIL_4RANK_NORMAL_PRICE', unlock: 'UNLOCK_ABIL_CIRCLE("Char1_2", 3)' },
{ category: "Highlander", jobId: 1002, abilityId: 103022, name: "Cartar Stroke: Remove Knockback", maxLevel: 1, priceTime: 'ABIL_HIGHLANDER28_PRICE', unlock: 'UNLOCK_ABIL_CIRCLE("Char1_2", 1)' },
{ category: "Highlander", jobId: 1002, abilityId: 103023, name: "Skyliner: Enhance", maxLevel: 100, priceTime: 'ABIL_3RANK_PRICE', unlock: 'UNLOCK_ABIL_CIRCLE("Char1_2", 2)' },
{ category: "Highlander", jobId: 1002, abilityId: 103024, name: "Crosscut: Enhance", maxLevel: 100, priceTime: 'ABIL_3RANK_PRICE', unlock: 'UNLOCK_ABIL_CIRCLE("Char1_2", 2)' },
{ category: "Highlander", jobId: 1002, abilityId: 103025, name: "Vertical Slash: Enhance", maxLevel: 100, priceTime: 'ABIL_4RANK_PRICE', unlock: 'UNLOCK_ABIL_CIRCLE("Char1_2", 3)' },
{ category: "Highlander", jobId: 1002, abilityId: 103026, name: "Skull Swing: Remove Knockback", maxLevel: 1, priceTime: 'ABIL_CATAPHRACT28_PRICE', unlock: 'UNLOCK_ABIL_CIRCLE("Char1_2", 3)' },

// Peltasta
//---------------------------------------------------------------------------
{ category: "Peltasta", jobId: 1003, abilityId: 10000, name: "Weapon Swap", maxLevel: 1, price: 1, time: 1, unlock: 'UNLOCK_ABIL_CIRCLE("Char1_3", 1)' },
{ category: "Peltasta", jobId: 1003, abilityId: 102001, name: "Rim Blow: Enhance", maxLevel: 100, priceTime: 'ABIL_2RANK_PRICE', unlock: 'UNLOCK_ABIL_CIRCLE("Char1_3", 1)' },
{ category: "Peltasta", jobId: 1003, abilityId: 102004, name: "Umbo Blow: Enhance", maxLevel: 100, priceTime: 'ABIL_2RANK_PRICE', unlock: 'UNLOCK_ABIL_CIRCLE("Char1_3", 1)' },
{ category: "Peltasta", jobId: 1003, abilityId: 102008, name: "Shield Lob: Enhance", maxLevel: 100, priceTime: 'ABIL_3RANK_PRICE', unlock: 'UNLOCK_ABIL_CIRCLE("Char1_3", 2)' },
{ category: "Peltasta", jobId: 1003, abilityId: 102010, name: "Butterfly: Enhance", maxLevel: 100, priceTime: 'ABIL_4RANK_PRICE', unlock: 'UNLOCK_ABIL_CIRCLE("Char1_3", 3)' },
{ category: "Peltasta", jobId: 1003, abilityId: 102011, name: "Swash Buckling: Maximum HP", maxLevel: 5, priceTime: 'ABIL_2RANK_NORMAL_PRICE', unlock: 'UNLOCK_ABIL_CIRCLE("Char1_3", 1)' },
{ category: "Peltasta", jobId: 1003, abilityId: 102012, name: "Umbo Blow: Stun", maxLevel: 5, priceTime: 'ABIL_2RANK_NORMAL_PRICE', unlock: 'UNLOCK_ABIL_CIRCLE("Char1_3", 1)' },
{ category: "Peltasta", jobId: 1003, abilityId: 102013, name: "Shield Lob: Splash", maxLevel: 3, priceTime: 'ABIL_3RANK_NORMAL_PRICE', unlock: 'UNLOCK_ABIL_CIRCLE("Char1_3", 2)' },
{ category: "Peltasta", jobId: 1003, abilityId: 102014, name: "Shield Mastery", maxLevel: 5, priceTime: 'ABIL_MASTERY_PRICE', unlock: 'UNLOCK_ABIL_CIRCLE("Char1_3", 1)' },
{ category: "Peltasta", jobId: 1003, abilityId: 102015, name: "Peltasta: Guard", maxLevel: 1, price: 1, time: 1, unlock: 'UNLOCK_ABIL_CIRCLE("Char1_3", 1)' },
{ category: "Peltasta", jobId: 1003, abilityId: 102016, name: "Guard: Defense", maxLevel: 5, priceTime: 'ABIL_2RANK_NORMAL_PRICE', unlock: 'UNLOCK_ABIL_CIRCLE("Char1_3", 1)' },
{ category: "Peltasta", jobId: 1003, abilityId: 102017, name: "Umbo Blow: Add Knockdown", maxLevel: 3, priceTime: 'ABIL_2RANK_NORMAL_PRICE', unlock: 'UNLOCK_ABIL_CIRCLE("Char1_3", 1)' },
{ category: "Peltasta", jobId: 1003, abilityId: 102019, name: "High Guard: Rim Blow Speciality", maxLevel: 5, priceTime: 'ABIL_3RANK_NORMAL_PRICE', unlock: 'UNLOCK_ABIL_SKILL("Peltasta_RimBlow", 6)' },
{ category: "Peltasta", jobId: 1003, abilityId: 102020, name: "High Guard: Umbo Blow Speciality", maxLevel: 5, priceTime: 'ABIL_3RANK_NORMAL_PRICE', unlock: 'UNLOCK_ABIL_SKILL("Peltasta_UmboBlow", 6)' },
{ category: "Peltasta", jobId: 1003, abilityId: 102021, name: "Swash Buckling: Provoque Specialty", maxLevel: 5, priceTime: 'ABIL_3RANK_NORMAL_PRICE', unlock: 'UNLOCK_ABIL_CIRCLE("Char1_3", 2)' },
{ category: "Peltasta", jobId: 1003, abilityId: 102022, name: "Guardian: Evasion", maxLevel: 3, priceTime: 'ABIL_2RANK_NORMAL_PRICE', unlock: 'UNLOCK_ABIL_CIRCLE("Char1_3", 1)' },
{ category: "Peltasta", jobId: 1003, abilityId: 102023, name: "Umbo Thrust: Enhance", maxLevel: 100, priceTime: 'ABIL_4RANK_PRICE', unlock: 'UNLOCK_ABIL_CIRCLE("Char1_3", 3)' },
{ category: "Peltasta", jobId: 1003, abilityId: 102024, name: "Langort: Enhance", maxLevel: 100, priceTime: 'ABIL_4RANK_PRICE', unlock: 'UNLOCK_ABIL_CIRCLE("Char1_3", 3)' },
{ category: "Peltasta", jobId: 1003, abilityId: 102025, name: "Langort: Blocking", maxLevel: 4, priceTime: 'ABIL_4RANK_NORMAL_PRICE', unlock: 'UNLOCK_ABIL_CIRCLE("Char1_3", 3)' },
{ category: "Peltasta", jobId: 1003, abilityId: 102027, name: "Swash Buckling: Maintain Provocation", maxLevel: 3, priceTime: 'ABIL_3RANK_NORMAL_PRICE', unlock: 'UNLOCK_ABIL_CIRCLE("Char1_3", 2)' },
{ category: "Peltasta", jobId: 1003, abilityId: 102028, name: "Peltasta: Double Provocation", maxLevel: 1, priceTime: 'ABIL_2RANK_NORMAL_PRICE', unlock: 'UNLOCK_ABIL_CIRCLE("Char1_3", 1)' },

// Hoplite
//---------------------------------------------------------------------------
{ category: "Hoplite", jobId: 1004, abilityId: 10003, name: "Use One-handed Spears", maxLevel: 1, price: 0, time: 1, unlock: 'UNLOCK_ABIL_CIRCLE("Char1_4", 1)' },
{ category: "Hoplite", jobId: 1004, abilityId: 104001, name: "Stabbing: Enhance", maxLevel: 100, priceTime: 'ABIL_3RANK_PRICE', unlock: 'UNLOCK_ABIL_CIRCLE("Char1_4", 1)' },
{ category: "Hoplite", jobId: 1004, abilityId: 104004, name: "Synchro Thrusting: Enhance", maxLevel: 100, priceTime: 'ABIL_3RANK_PRICE', unlock: 'UNLOCK_ABIL_CIRCLE("Char1_4", 1)' },
{ category: "Hoplite", jobId: 1004, abilityId: 104007, name: "Pierce: Enhance", maxLevel: 100, priceTime: 'ABIL_3RANK_PRICE', unlock: 'UNLOCK_ABIL_CIRCLE("Char1_4", 1)' },
{ category: "Hoplite", jobId: 1004, abilityId: 104010, name: "Long Stride: Enhance", maxLevel: 100, priceTime: 'ABIL_4RANK_PRICE', unlock: 'UNLOCK_ABIL_CIRCLE("Char1_4", 2)' },
{ category: "Hoplite", jobId: 1004, abilityId: 104012, name: "Spear Throw: Enhance", maxLevel: 100, priceTime: 'ABIL_5RANK_PRICE', unlock: 'UNLOCK_ABIL_CIRCLE("Char1_4", 3)' },
{ category: "Hoplite", jobId: 1004, abilityId: 104013, name: "Stabbing: Evasion", maxLevel: 5, priceTime: 'ABIL_3RANK_NORMAL_PRICE', unlock: 'UNLOCK_ABIL_CIRCLE("Char1_4", 1)' },
{ category: "Hoplite", jobId: 1004, abilityId: 104014, name: "Pierce: Continuous Attack", maxLevel: 1, priceTime: 'ABIL_4RANK_NORMAL_PRICE', unlock: 'UNLOCK_ABIL_CIRCLE("Char1_4", 2)' },
{ category: "Hoplite", jobId: 1004, abilityId: 104015, name: "Pierce: Bleeding", maxLevel: 5, priceTime: 'ABIL_3RANK_NORMAL_PRICE', unlock: 'UNLOCK_ABIL_CIRCLE("Char1_4", 1)' },
{ category: "Hoplite", jobId: 1004, abilityId: 104016, name: "Finestra: Physical Damage", maxLevel: 1, priceTime: 'ABIL_3RANK_NORMAL_PRICE', unlock: 'UNLOCK_ABIL_CIRCLE("Char1_4", 1)' },
{ category: "Hoplite", jobId: 1004, abilityId: 104017, name: "Synchro Thrusting: Pierce", maxLevel: 5, priceTime: 'ABIL_3RANK_NORMAL_PRICE', unlock: 'UNLOCK_ABIL_CIRCLE("Char1_4", 1)' },
{ category: "Hoplite", jobId: 1004, abilityId: 104018, name: "Finestra: Splash", maxLevel: 1, priceTime: 'ABIL_3RANK_NORMAL_PRICE', unlock: 'UNLOCK_ABIL_SKILL("Hoplite_Finestra", 3)' },
{ category: "Hoplite", jobId: 1004, abilityId: 104020, name: "Spear Throw: Bind", maxLevel: 4, priceTime: 'ABIL_5RANK_NORMAL_PRICE', unlock: 'UNLOCK_ABIL_CIRCLE("Char1_4", 3)' },
{ category: "Hoplite", jobId: 1004, abilityId: 104021, name: "Spear Lunge: Enhance", maxLevel: 100, priceTime: 'ABIL_4RANK_PRICE', unlock: 'UNLOCK_ABIL_CIRCLE("Char1_4", 2)' },
{ category: "Hoplite", jobId: 1004, abilityId: 104022, name: "One-handed Spear Mastery: Medium-sized Hunter", maxLevel: 5, priceTime: 'ABIL_MASTERY_PRICE', unlock: 'UNLOCK_ABIL_CIRCLE("Char1_4", 3)' },
{ category: "Hoplite", jobId: 1004, abilityId: 104023, name: "Stabbing: Sure Victory", maxLevel: 10, priceTime: 'ABIL_5RANK_BUFF_PRICE', unlock: 'UNLOCK_ABIL_CIRCLE("Char1_4", 3)' },
{ category: "Hoplite", jobId: 1004, abilityId: 104024, name: "Pierce: Repeated Shock", maxLevel: 1, priceTime: 'ABIL_4RANK_NORMAL_PRICE', unlock: 'UNLOCK_ABIL_CIRCLE("Char1_4", 2)' },
{ category: "Hoplite", jobId: 1004, abilityId: 104025, name: "Long Stride: Stun", maxLevel: 5, priceTime: 'ABIL_4RANK_NORMAL_PRICE', unlock: 'UNLOCK_ABIL_CIRCLE("Char1_4", 2)' },

// Centurion
//---------------------------------------------------------------------------
{ category: "Centurion", jobId: 1005, abilityId: 110001, name: "Phalanx: Slow", maxLevel: 4, priceTime: 'ABIL_6RANK_NORMAL_PRICE', unlock: 'UNLOCK_ABIL_CIRCLE("Char1_5", 1)' },
{ category: "Centurion", jobId: 1005, abilityId: 110002, name: "Tercio: Change Formation", maxLevel: 1, priceTime: 'ABIL_6RANK_NORMAL_PRICE', unlock: 'UNLOCK_ABIL_CIRCLE("Char1_5", 1)' },
{ category: "Centurion", jobId: 1005, abilityId: 110003, name: "Crane Wing: Change Formation", maxLevel: 1, priceTime: 'ABIL_6RANK_NORMAL_PRICE', unlock: 'UNLOCK_ABIL_CIRCLE("Char1_5", 1)' },
{ category: "Centurion", jobId: 1005, abilityId: 110004, name: "Schiltron: Healing Time", maxLevel: 5, priceTime: 'ABIL_6RANK_NORMAL_PRICE', unlock: 'UNLOCK_ABIL_CIRCLE("Char1_5", 1)' },
{ category: "Centurion", jobId: 1005, abilityId: 110005, name: "Testudo: Movement", maxLevel: 5, priceTime: 'ABIL_6RANK_NORMAL_PRICE', unlock: 'UNLOCK_ABIL_CIRCLE("Char1_5", 1)' },

// Barbarian
//---------------------------------------------------------------------------
{ category: "Barbarian", jobId: 1006, abilityId: 10002, name: "Use Two-handed Swords", maxLevel: 1, price: 0, time: 1, unlock: 'UNLOCK_ABIL_CIRCLE("Char1_6", 1)' },
{ category: "Barbarian", jobId: 1006, abilityId: 105001, name: "Embowel: Enhance", maxLevel: 100, priceTime: 'ABIL_3RANK_PRICE', unlock: 'UNLOCK_ABIL_CIRCLE("Char1_6", 1)' },
{ category: "Barbarian", jobId: 1006, abilityId: 105005, name: "Warcry: Enhance", maxLevel: 10, priceTime: 'ABIL_4RANK_BUFF_PRICE', unlock: 'UNLOCK_ABIL_SKILL("Barbarian_Warcry", 3)' },
{ category: "Barbarian", jobId: 1006, abilityId: 105006, name: "Stomping Kick: Enhance", maxLevel: 100, priceTime: 'ABIL_3RANK_PRICE', unlock: 'UNLOCK_ABIL_CIRCLE("Char1_6", 1)' },
{ category: "Barbarian", jobId: 1006, abilityId: 105008, name: "Warcry: Decreased Defense", maxLevel: 5, priceTime: 'ABIL_5RANK_NORMAL_PRICE', unlock: 'UNLOCK_ABIL_CIRCLE("Char1_6", 3)' },
{ category: "Barbarian", jobId: 1006, abilityId: 105009, name: "Warcry: Duration", maxLevel: 5, priceTime: 'ABIL_4RANK_NORMAL_PRICE', unlock: 'UNLOCK_ABIL_CIRCLE("Char1_6", 2)' },
{ category: "Barbarian", jobId: 1006, abilityId: 105012, name: "Frenzy: Maintain Stacks", maxLevel: 1, priceTime: 'ABIL_5RANK_NORMAL_PRICE', unlock: 'UNLOCK_ABIL_CIRCLE("Char1_6", 3)' },
{ category: "Barbarian", jobId: 1006, abilityId: 105014, name: "Pouncing: Enhance", maxLevel: 100, priceTime: 'ABIL_5RANK_PRICE', unlock: 'UNLOCK_ABIL_CIRCLE("Char1_6", 3)' },
{ category: "Barbarian", jobId: 1006, abilityId: 105015, name: "Helm Chopper: Enhance", maxLevel: 100, priceTime: 'ABIL_3RANK_PRICE', unlock: 'UNLOCK_ABIL_CIRCLE("Char1_6", 1)' },
{ category: "Barbarian", jobId: 1006, abilityId: 105016, name: "Seism: Enhance", maxLevel: 100, priceTime: 'ABIL_4RANK_PRICE', unlock: 'UNLOCK_ABIL_CIRCLE("Char1_6", 2)' },
{ category: "Barbarian", jobId: 1006, abilityId: 105017, name: "Cleave: Enhance", maxLevel: 100, priceTime: 'ABIL_3RANK_PRICE', unlock: 'UNLOCK_ABIL_CIRCLE("Char1_6", 1)' },
{ category: "Barbarian", jobId: 1006, abilityId: 105018, name: "Pouncing: Knockdown", maxLevel: 5, priceTime: 'ABIL_5RANK_NORMAL_PRICE', unlock: 'UNLOCK_ABIL_CIRCLE("Char1_6", 3)' },
{ category: "Barbarian", jobId: 1006, abilityId: 105019, name: "Wild Nature", maxLevel: 1, priceTime: 'ABIL_4RANK_NORMAL_PRICE', unlock: 'UNLOCK_ABIL_CIRCLE("Char1_6", 2)' },
{ category: "Barbarian", jobId: 1006, abilityId: 105020, name: "Wild Nature: Duration", maxLevel: 1, priceTime: 'ABIL_5RANK_NORMAL_PRICE', unlock: 'UNLOCK_ABIL_CIRCLE("Char1_6", 3)' },
{ category: "Barbarian", jobId: 1006, abilityId: 105021, name: "Warcry: Debuff Duration", maxLevel: 10, priceTime: 'ABIL_5RANK_BUFF_PRICE', unlock: 'UNLOCK_ABIL_CIRCLE("Char1_6", 3)' },

// Cataphract
//---------------------------------------------------------------------------
{ category: "Cataphract", jobId: 1007, abilityId: 10004, name: "Use Two-handed Spears", maxLevel: 1, price: 0, time: 1, unlock: 'UNLOCK_ABIL_CIRCLE("Char1_7", 1)' },
{ category: "Cataphract", jobId: 1007, abilityId: 10016, name: "Companion Riding", maxLevel: 1, price: 0, time: 1, unlock: 'UNLOCK_ABIL_CIRCLE("Char1_7", 1)' },
{ category: "Cataphract", jobId: 1007, abilityId: 107001, name: "Impaler: Enhance", maxLevel: 100, priceTime: 'ABIL_4RANK_PRICE', unlock: 'UNLOCK_ABIL_CIRCLE("Char1_7", 1)' },
{ category: "Cataphract", jobId: 1007, abilityId: 107004, name: "Earth Wave: Enhance", maxLevel: 100, priceTime: 'ABIL_4RANK_PRICE', unlock: 'UNLOCK_ABIL_CIRCLE("Char1_7", 1)' },
{ category: "Cataphract", jobId: 1007, abilityId: 107007, name: "Steed Charge: Enhance", maxLevel: 100, priceTime: 'ABIL_4RANK_PRICE', unlock: 'UNLOCK_ABIL_CIRCLE("Char1_7", 1)' },
{ category: "Cataphract", jobId: 1007, abilityId: 107010, name: "Doom Spike: Enhance", maxLevel: 100, priceTime: 'ABIL_5RANK_PRICE', unlock: 'UNLOCK_ABIL_CIRCLE("Char1_7", 2)' },
{ category: "Cataphract", jobId: 1007, abilityId: 107012, name: "Rush: Enhance", maxLevel: 100, priceTime: 'ABIL_6RANK_PRICE', unlock: 'UNLOCK_ABIL_CIRCLE("Char1_7", 3)' },
{ category: "Cataphract", jobId: 1007, abilityId: 107013, name: "Rush: Stun", maxLevel: 5, priceTime: 'ABIL_6RANK_NORMAL_PRICE', unlock: 'UNLOCK_ABIL_CIRCLE("Char1_7", 3)' },
{ category: "Cataphract", jobId: 1007, abilityId: 107014, name: "Earth Wave: Earth Property", maxLevel: 1, priceTime: 'ABIL_4RANK_NORMAL_PRICE', unlock: 'UNLOCK_ABIL_CIRCLE("Char1_7", 1)' },
{ category: "Cataphract", jobId: 1007, abilityId: 107015, name: "Steed Charge: Critical", maxLevel: 1, priceTime: 'ABIL_4RANK_NORMAL_PRICE', unlock: 'UNLOCK_ABIL_CIRCLE("Char1_7", 1)' },
{ category: "Cataphract", jobId: 1007, abilityId: 107016, name: "Earth Wave: Remove Knockdown", maxLevel: 1, priceTime: 'ABIL_CATAPHRACT28_PRICE', unlock: 'UNLOCK_ABIL_CIRCLE("Char1_7", 1)' },
{ category: "Cataphract", jobId: 1007, abilityId: 107017, name: "Steed Charge: Remove Knockdown", maxLevel: 1, priceTime: 'ABIL_CATAPHRACT28_PRICE', unlock: 'UNLOCK_ABIL_CIRCLE("Char1_7", 1)' },
{ category: "Cataphract", jobId: 1007, abilityId: 107018, name: "Doom Spike: Remove Knockdown", maxLevel: 1, priceTime: 'ABIL_CATAPHRACT30_PRICE', unlock: 'UNLOCK_ABIL_CIRCLE("Char1_7", 2)' },
{ category: "Cataphract", jobId: 1007, abilityId: 107019, name: "Two-handed Spear Mastery: Penetration", maxLevel: 4, priceTime: 'ABIL_MASTERY_PRICE', unlock: 'UNLOCK_ABIL_CIRCLE("Char1_7", 1)' },

// Corsair
//---------------------------------------------------------------------------
{ category: "Corsair", jobId: 1008, abilityId: 10011, name: "Use Pistol", maxLevel: 1, price: 0, time: 1, unlock: 'UNLOCK_ABIL_CIRCLE("Char1_8", 3)' },
{ category: "Corsair", jobId: 1008, abilityId: 10015, name: "Dagger Mastery", maxLevel: 5, priceTime: 'ABIL_MASTERY_PRICE', unlock: 'UNLOCK_ABIL_CIRCLE("Char1_8", 1)' },
{ category: "Corsair", jobId: 1008, abilityId: 109001, name: "Keel Hauling: Enhance", maxLevel: 100, priceTime: 'ABIL_5RANK_PRICE', unlock: 'UNLOCK_ABIL_CIRCLE("Char1_8", 1)' },
{ category: "Corsair", jobId: 1008, abilityId: 109002, name: "Keel Hauling: Bleeding", maxLevel: 5, priceTime: 'ABIL_5RANK_NORMAL_PRICE', unlock: 'UNLOCK_ABIL_CIRCLE("Char1_8", 1)' },
{ category: "Corsair", jobId: 1008, abilityId: 109003, name: "Iron Hook: Chain", maxLevel: 1, priceTime: 'ABIL_5RANK_NORMAL_PRICE', unlock: 'UNLOCK_ABIL_CIRCLE("Char1_8", 1)' },
