// Melia
// Database file
// 
// Values: id, className, name, [quest]
//---------------------------------------------------------------------------

[
{ id: 1, className: "ssn_none", name: "" },
{ id: 2, className: "SSN_QUESTREWARD_HITME", name: "Quest Hitme Reward" },
{ id: 5, className: "SSN_DROPITEM_COLLECTINGQUEST", name: "Collection Request of Magic Association",  quest: { name: "DROPITEM_COLLECTINGQUEST" } },
{ id: 1091, className: "SSN_JOB_ARCHER2_1", name: "Dream Book of the Bow 3 [Archer Advancement] (1)",  quest: { name: "JOB_ARCHER2_1" } },
{ id: 1093, className: "SSN_JOB_ARCHER2_3", name: "Dream Book of the Bow 3 [Archer Advancement] (3)",  quest: { name: "JOB_ARCHER2_3" } },
{ id: 1095, className: "SSN_JOB_RANGER2_1", name: "Dream Book of the Bow 4 [Ranger Advancement] (1)",  quest: { name: "JOB_RANGER2_1" } },
{ id: 1097, className: "SSN_JOB_RANGER2_3", name: "Dream Book of the Bow 4 [Ranger Advancement] (3)",  quest: { name: "JOB_RANGER2_3" } },
{ id: 1098, className: "SSN_JOB_RANGER2_4", name: "Dream Book of the Bow 4 [Ranger Advancement] (4)",  quest: { name: "JOB_RANGER2_4", infoName: [ "Collect Stone to craft with" ], infoMaxCount: [ 3 ] } },
{ id: 1100, className: "SSN_JOB_DIEVDIRBYS2", name: "The Best Material [Dievdirbys Advancement]",  quest: { name: "JOB_DIEVDIRBYS2" } },
{ id: 1103, className: "SSN_JOB_PELTASTA2_1", name: "Duty of the Pledge [Peltasta Advancement](1)",  quest: { name: "JOB_PELTASTA2_1" } },
{ id: 1104, className: "SSN_JOB_PELTASTA2_2", name: "Duty of the Pledge [Peltasta Advancement] (2)",  quest: { name: "JOB_PELTASTA2_2" } },
{ id: 1107, className: "SSN_JOB_PYROMANCER2_1", name: "Essence of Fire [Pyromancer Advancement]",  quest: { name: "JOB_PYROMANCER2_1", infoName: [ "Collect the Essence of Fire" ], infoViewType: [ "Gauge/FF000000" ], infoMaxCount: [ 100 ] } },
{ id: 1109, className: "SSN_JOB_CRYOMANCER2_2", name: "Legend of the Cold Iron [Cryomancer Advancement] (2)",  quest: { name: "JOB_CRYOMANCER2_2" } },
{ id: 1110, className: "SSN_JOB_KRIVI2_1", name: "Religious Mission [Krivis Advancement]",  quest: { name: "JOB_KRIVI2_1", infoName: [ "Statue of Goddess Vakarine, Western Woods", "Statue of Goddess Zemyna, Western Woods", "Statue of Goddess Vakarine, Eastern Woods", "Statue of Goddess Vakarine, Miners' Village", "Statue of Goddess Zemyna, Miners' Village" ], infoMaxCount: [ 1, 1, 1, 1, 1 ], mapPointGroup: [ "f_siauliai_west -525 260 -435 150", "f_siauliai_west 1687 285 366 150", "f_siauliai_2 233 157 724 150", "f_siauliai_out 228 42 -1210 150", "f_siauliai_out -2194 42 -2055 150" ] } },
{ id: 1111, className: "SSN_JOB_WARRIOR2_1", name: "The Origin of Physique [Swordsman Advancement]",  quest: { name: "JOB_WARRIOR2_1" } },
{ id: 1112, className: "SSN_JOB_PRIEST2_1", name: "Exorcism [Priest Advancement]",  quest: { name: "JOB_PRIEST2_1" } },
{ id: 1113, className: "SSN_JOB_WIZARD2_1", name: "Hard Work does not Betray [Wizard Advancement] (1)",  quest: { name: "JOB_WIZARD2_1" } },
{ id: 1114, className: "SSN_JOB_WIZARD2_2", name: "Hard Work does not Betray [Wizard Advancement] (2)",  quest: { name: "JOB_WIZARD2_2", infoName: [ "First Scroll to save the reference", "Second Scroll to save the reference", "Third Scroll to save the reference", "Fifth Scroll to save the reference", "First Scroll to save the reference" ], infoMaxCount: [ 1, 1, 1, 1, 1 ], mapPointView: [ 1, 1, 1, 1, 1 ], mapPointGroup: [ "c_Klaipe -697 240 605 50", "c_Klaipe -951 -1 -502 50", "c_Klaipe 341 -1 -991 50", "c_Klaipe 934 -1 -467 50", "c_Klaipe 213 148 868 50" ] } },
{ id: 1115, className: "SSN_JOB_QUARREL3_2", name: "Secret of the Fletchers [Quarrel Shooter Advancement] (2)",  quest: { name: "JOB_QUARREL3_2" } },
{ id: 1116, className: "SSN_JOB_CLERIC2_2", name: "Perfect Holy water [Cleric Advancement] (2)",  quest: { name: "JOB_CLERIC2_2", infoName: [ "Treat Patient from Miners' Village" ], infoMaxCount: [ 3 ] } },
{ id: 1117, className: "SSN_JOB_HOPLITE3_1", name: "Luck of the Spear Blades [Hoplite Advancement]",  quest: { name: "JOB_HOPLITE3_1", infoName: [ "Achieved Lv. 6 enhancement on spear-type equipment" ], infoMaxCount: [ 1 ] } },
{ id: 1118, className: "SSN_JOB_PSYCHOKINESIST3_1", name: "Unfortunate Demon [Psychokino Advancement]",  quest: { name: "JOB_PSYCHOKINESIST3_1" } },
{ id: 1119, className: "SSN_JOB_RODELERO3_1", name: "The Best Offense is a Good Defense [Rodelero Advancement]",  quest: { name: "JOB_RODELERO3_1", infoName: [ "Enhance a shield to level 4" ], infoMaxCount: [ 1 ] } },
{ id: 1120, className: "SSN_JOB_PELTASTA1", name: "Going Down the Right Path [Peltasta Advancement]",  quest: { name: "JOB_PELTASTA1" } },
{ id: 1121, className: "SSN_JOB_HIGHLANDER1", name: "Solve the Problem [Highlander Advancement]",  quest: { name: "JOB_HIGHLANDER1" } },
{ id: 1122, className: "SSN_JOB_ARCHER3_2", name: "Fedimian Completionist [Archer Advancement] (2)",  quest: { name: "JOB_ARCHER3_2" } },
{ id: 1123, className: "SSN_JOB_SQUIRE3_1", name: "Determination of the Sword [Squire Advancement]",  quest: { name: "JOB_SQUIRE3_1" } },
{ id: 1124, className: "SSN_JOB_THAUMATURGE3_1", name: "Knowledge of the Wizard [Thaumaturge Advancement]",  quest: { name: "JOB_THAUMATURGE3_1", infoName: [ "1 sheet of Magic Research Reference ", "2 sheet of Magic Research Reference ", "3 sheet of Magic Research Reference " ], infoMaxCount: [ 1, 1, 1 ] } },
{ id: 1125, className: "SSN_JOB_RANGER3_2", name: "Investigator of Fedimian [Ranger Advancement] (2)",  quest: { name: "JOB_RANGER3_2" } },
{ id: 1126, className: "SSN_JOB_SAPPER3_1", name: "Careful Move [Sapper Advancement](1)",  quest: { name: "JOB_SAPPER3_1" } },
{ id: 1127, className: "SSN_JOB_SAPPER3_2", name: "Careful Move [Sapper Advancement](2)",  quest: { name: "JOB_SAPPER3_2", infoName: [ "Test the bombs on monsters in East Siauliai Woods " ], infoMaxCount: [ 3 ] } },
{ id: 1128, className: "SSN_JOB_BOKOR3_1", name: "Hidden Card [Bokor Advancement]",  quest: { name: "JOB_BOKOR3_1" } },
{ id: 1129, className: "SSN_JOB_WARLOCK3_1", name: "The Way to Become A Wizard [Elementalist]",  quest: { name: "JOB_WARLOCK3_1" } },
{ id: 1130, className: "SSN_JOB_DIEVDIRBYS3_2", name: "Finding the Model [Dievdirbys Advancement] (2)",  quest: { name: "JOB_DIEVDIRBYS3_2" } },
{ id: 1131, className: "SSN_JOB_SCOUT3_1", name: "Recognition of Rimgaile [Scout Advancement] ",  quest: { name: "JOB_SCOUT3_1" } },
{ id: 1132, className: "SSN_JOB_PYROMANCER3_1", name: "Where the Sun Shines [Pyromancer Advancement] (1)",  quest: { name: "JOB_PYROMANCER3_1" } },
{ id: 1133, className: "SSN_JOB_PYROMANCER3_2", name: "Where the Sun Shines [Pyromancer Advancement] (2)",  quest: { name: "JOB_PYROMANCER3_2", infoName: [ "Place the Sun Essence in Ramstis Ridge" ], infoMaxCount: [ 1 ] } },
{ id: 1134, className: "SSN_JOB_CRYOMANCER3_1", name: "Mystery of Cold Iron [Cryomancer Advancement]",  quest: { name: "JOB_CRYOMANCER3_1" } },
{ id: 1135, className: "SSN_JOB_WIZARD3_1", name: "Guardian of Fedimian [Wizard Advancement] (1)",  quest: { name: "JOB_WIZARD3_1" } },
{ id: 1136, className: "SSN_JOB_WIZARD3_2", name: "Guardian of Fedimian [Wizard Advancement] (2)",  quest: { name: "JOB_WIZARD3_2", infoName: [ "First Shield of Fedimian", "Second Shield of Fedimian", "Third Shield of Fedimian" ], infoMaxCount: [ 1, 1, 1 ] } },
{ id: 1137, className: "SSN_JOB_CLERIC3_1", name: "Vocation of Treatment [Cleric Advancement]",  quest: { name: "JOB_CLERIC3_1", infoName: [ "Treat the injured people" ], infoViewType: [ "Gauge/FF000000" ], infoMaxCount: [ 100 ] } },
{ id: 1139, className: "SSN_JOB_SORCERER3_1", name: "Assignment of Magic [Sorcerer Advancement]",  quest: { name: "JOB_SORCERER3_1" } },
{ id: 1140, className: "SSN_JOB_NECROMANCER3_1", name: "Prove You Can Actually Fight [Necromancer Advancement]",  quest: { name: "JOB_NECROMANCER3_1" } },
{ id: 1141, className: "SSN_JOB_DRUID3_1", name: "Training of Great Nature [Druid Advancement]",  quest: { name: "JOB_DRUID5_1" } },
{ id: 1142, className: "SSN_JOB_BARBARIAN3_1", name: "Lessons of Survival [Barbarian Advancement]",  quest: { name: "JOB_BARBARIAN3_1" } },
{ id: 1143, className: "SSN_JOB_LINKER3_1", name: "Connection [Linker Advancement]",  quest: { name: "JOB_LINKER3_1" } },
{ id: 1144, className: "SSN_JOB_HUNTER3_1", name: "Talk with the Bow [Hunter Advancement]",  quest: { name: "JOB_HUNTER3_1" } },
{ id: 1145, className: "SSN_JOB_HIGHLANDER3_1", name: "Freedom and Courage [Highlander Advancement]",  quest: { name: "JOB_HIGHLANDER3_1" } },
{ id: 1146, className: "SSN_JOB_PELTASTA3_1", name: "Prove You are the Owner of the Shield [Peltasta Advancement]",  quest: { name: "JOB_PELTASTA3_1" } },
{ id: 1147, className: "SSN_JOB_KRIVI3_1", name: "Unshakable Faith [Krivis Advancement]",  quest: { name: "JOB_KRIVI3_1" } },
{ id: 1148, className: "SSN_JOB_PRIEST3_1", name: "Training for Holiness [Priest Advancement]",  quest: { name: "JOB_PRIEST3_1" } },
{ id: 1149, className: "SSN_JOB_WARRIOR3_1", name: "Test of the Blades [Swordsman Advancement]",  quest: { name: "JOB_WARRIOR3_1" } },
{ id: 1150, className: "SSN_JOB_CENTURION3_1", name: "Alcor's Trial [Centurion Advancement]",  quest: { name: "JOB_CENTURION3_1" } },
{ id: 1151, className: "SSN_JOB_SADU3_1", name: "Duel of the Soul [Sadhu Advancement]",  quest: { name: "JOB_SADU3_1" } },
{ id: 1152, className: "SSN_JOB_HACKAPELL3_1", name: "Farrier and Funeral [Hackapell Advancement]",  quest: { name: "JOB_HACKAPELL5_1" } },
{ id: 1153, className: "SSN_JOB_WUGU3_1", name: "Passage Ritual of the Wind [Wugushi Advancement]",  quest: { name: "JOB_WUGU3_1" } },
{ id: 1154, className: "SSN_JOB_PALADIN3_1", name: "Road of the Goddess [Paladin Advancement]",  quest: { name: "JOB_PALADIN3_1" } },
{ id: 1160, className: "SSN_JOB_CATAPHRACT3_1", name: "Looking Through [Cataphract Advancement]",  quest: { name: "JOB_CATAPHRACT3_1" } },
{ id: 1163, className: "SSN_JOB_BULLETMARKER1", name: "Bullet Marker's Property Application",  quest: { name: "JOB_BULLETMARKER1", infoName: [ "Training Score" ], infoMaxCount: [ 1000 ] } },
{ id: 1164, className: "SSN_JOB_RETIARII1", name: "Retiarius and the Net",  quest: { name: "JOB_RETIARII1", infoName: [ "Training Score" ], infoMaxCount: [ 1000 ] } },
{ id: 2041, className: "SSN_CHATHEDRAL54_SQ01_PART1", name: "Dusty Old Books",  quest: { name: "CHATHEDRAL54_SQ01_PART1", infoName: [ "Find reference related to Naktis" ], infoMaxCount: [ 12 ], monsterNameGroup: [ "BOOK_02" ], monsterView: [ 1 ] } },
{ id: 4150, className: "SSN_ACT2_DISS1", name: "Recapture the Eastern Woods (1)",  quest: { name: "ACT2_DISS1", infoName: [ "Retrieve the Supplies" ], infoMaxCount: [ 4 ], monsterNameGroup: [ "Box1" ], monsterView: [ 1 ], monsterViewTerms: [ "SCR_SSN_ACT2_DISS1_MON1" ] } },
{ id: 4158, className: "SSN_JOB_FIREMAGE1", name: "Academic Question [Pyromancer Advancement]",  quest: { name: "JOB_FIREMAGE1", infoName: [ "Bokor Master's Answer" ], infoMaxCount: [ 1 ] } },
{ id: 4159, className: "SSN_JOB_ICEMAGE1", name: "Historical Theft [Cryomancer Advancement]",  quest: { name: "JOB_ICEMAGE1", infoName: [ "Open Pyromancer's Box" ], infoMaxCount: [ 1 ] } },
{ id: 4160, className: "SSN_ACT4_MINE3_ENTER", name: "Crystal Wall of the Closed Area",  quest: { name: "ACT4_MINE3_ENTER" } },
{ id: 4313, className: "SSN_ROKAS24_DIALOG1", name: "Crazy but Faithful Archivist",  quest: { name: "ROKAS24_DIALOG1" } },
{ id: 4314, className: "SSN_ROKAS24_KILL1", name: "Request of the Archivist (2)",  quest: { name: "ROKAS24_KILL1", infoName: [ "Light the signal fire" ], infoMaxCount: [ 1 ] } },
{ id: 4316, className: "SSN_ROKAS24_KILL2", name: "Historian sacrificed",  quest: { name: "ROKAS24_KILL2" } },
{ id: 4318, className: "SSN_ROKAS24_KILL3", name: "Historian Kepeck (3)",  quest: { name: "ROKAS24_KILL3", infoName: [ "Archive the Royal Mausoleum Artifact" ], infoMaxCount: [ 1 ] } },
{ id: 4372, className: "SSN_THORN22_Q_1", name: "Two Types of Orders",  quest: { name: "THORN22_Q_1" } },
{ id: 4374, className: "SSN_THORN22_Q_3", name: "Soldier's Precious Belongings (1)",  quest: { name: "THORN22_Q_3", monsterNameGroup: [ "Meleech" ], monsterView: [ 1 ] } },
{ id: 4375, className: "SSN_THORN22_Q_4", name: "Soldier's Precious Belongings (2)",  quest: { name: "THORN22_Q_4", infoName: [ "Collect Dry Thorn Forest Wood" ], infoMaxCount: [ 2 ], monsterNameGroup: [ "bonfire_1" ], monsterView: [ 1 ] } },
{ id: 4377, className: "SSN_THORN22_Q_6", name: "Soldier's Precious Belongings (3)",  quest: { name: "THORN22_Q_6" } },
{ id: 4380, className: "SSN_THORN22_Q_9", name: "Attack of the Giant Red Wood Goblin",  quest: { name: "THORN22_Q_9" } },
{ id: 4381, className: "SSN_THORN22_Q_10", name: "Secure Route to the Gateway of the Great King (1)",  quest: { name: "THORN22_Q_10" } },
{ id: 4382, className: "SSN_THORN22_Q_11", name: "Secure the Area(1)",  quest: { name: "THORN22_Q_11" } },
{ id: 4384, className: "SSN_THORN22_Q_13", name: "Secure Route to the Gateway of the Great King (2)",  quest: { name: "THORN22_Q_13" } },
{ id: 4386, className: "SSN_THORN22_Q_15", name: "Owl Sculpture's Little Help",  quest: { name: "THORN22_Q_15" } },
{ id: 4387, className: "SSN_THORN22_Q_16", name: "Secure Route to the Gateway of the Great King (3)",  quest: { name: "THORN22_Q_16" } },
{ id: 4388, className: "SSN_THORN22_Q_17", name: "Off To A Journey",  quest: { name: "THORN22_Q_17" } },
{ id: 4390, className: "SSN_THORN22_BOSSKILL_1", name: "Search Scouts under Attack",  quest: { name: "THORN22_BOSSKILL_1" } },
{ id: 4394, className: "SSN_THORN23_Q_4", name: "An Endless Mission (1)",  quest: { name: "THORN23_Q_4" } },
{ id: 4396, className: "SSN_THORN23_Q_6", name: "An Endless Mission (2)",  quest: { name: "THORN23_Q_6" } },
{ id: 4397, className: "SSN_THORN23_Q_7", name: "Grave's Owner",  quest: { name: "THORN23_Q_7" } },
{ id: 4400, className: "SSN_THORN23_Q_10", name: "An Endless Mission (3)",  quest: { name: "THORN23_Q_10" } },
{ id: 4401, className: "SSN_THORN23_Q_11", name: "Trivial Honor (1)",  quest: { name: "THORN23_Q_11", monsterNameGroup: [ "duckey" ], monsterView: [ 1 ] } },
{ id: 4402, className: "SSN_THORN23_Q_12", name: "An Endless Mission (4)",  quest: { name: "THORN23_Q_12" } },
{ id: 4403, className: "SSN_THORN23_Q_13", name: "Trivial Honor (2)",  quest: { name: "THORN23_Q_13" } },
{ id: 4405, className: "SSN_THORN23_Q_15", name: "Old Owl Sculpture's Aid",  quest: { name: "THORN23_Q_15" } },
{ id: 4406, className: "SSN_THORN23_Q_16", name: "Truth and Spirit",  quest: { name: "THORN23_Q_16", infoName: [ "Story of an Old Owl Statue" ], infoMaxCount: [ 1 ] } },
{ id: 4407, className: "SSN_THORN23_Q_17", name: "One More Time",  quest: { name: "THORN23_Q_17", infoName: [ "Awaken the memories of the Sleeping Owl Sculptures" ], infoMaxCount: [ 3 ], npcFunction: [ "THORN23_OWL4" ], monsterNameGroup: [ "f_katyn_owl02_Q", "f_katyn_owl03_Q", "f_katyn_owl04_Q" ], monsterView: [ 1, 1, 1 ] } },
{ id: 4408, className: "SSN_THORN23_BOSSKILL_1", name: "The End of Gaigalas",  quest: { name: "THORN23_BOSSKILL_1" } },
{ id: 4413, className: "SSN_ROKAS27_QB_1", name: "Missing Researcher (1)",  quest: { name: "ROKAS27_QB_1" } },
{ id: 4414, className: "SSN_ROKAS27_QB_2", name: "Business Interference (1)",  quest: { name: "ROKAS27_QB_2" } },
{ id: 4417, className: "SSN_ROKAS27_QB_5", name: "Missing Researcher (3)",  quest: { name: "ROKAS27_QB_5", infoName: [ "Remove the Western Barrier", "Remove the Eastern Barrier", "Remove the Northern Barrier" ], infoMaxCount: [ 1, 1, 1 ], monsterNameGroup: [ "npc_rokas_cube" ], monsterView: [ 1 ] } },
{ id: 4418, className: "SSN_ROKAS27_QB_6", name: "Worrisome Disappearances (1)",  quest: { name: "ROKAS27_QB_6", infoName: [ "Find a clue on the disappearances from Sauga's Bag" ], infoMaxCount: [ 1 ], monsterNameGroup: [ "Sauga_s" ], monsterView: [ 1 ] } },
{ id: 4419, className: "SSN_ROKAS27_QB_7", name: "Worrisome Disappearances (2)",  quest: { name: "ROKAS27_QB_7" } },
{ id: 4420, className: "SSN_ROKAS27_QB_8", name: "Missing Researcher (4)",  quest: { name: "ROKAS27_QB_8" } },
