// Melia
// Database file
// level_per_grade
// Values: SkillTreeId, SkillId, JobId, UnlockGrade, LevelPerGrade, MaxLevel
// 
//---------------------------------------------------------------------------
[
{SkillTreeId:10101, SkillId:10001, JobId:1001, UnlockGrade:1, LevelPerGrade:5, MaxLevel:15},  
{SkillTreeId:20604, SkillId:20704, JobId:2006, UnlockGrade:1, LevelPerGrade:5, MaxLevel:1},  
{SkillTreeId:20605, SkillId:20705, JobId:2006, UnlockGrade:1, LevelPerGrade:5, MaxLevel:1},  
{SkillTreeId:20606, SkillId:20706, JobId:2006, UnlockGrade:1, LevelPerGrade:5, MaxLevel:15},  
{SkillTreeId:20607, SkillId:20707, JobId:2006, UnlockGrade:1, LevelPerGrade:5, MaxLevel:15},  
{SkillTreeId:20608, SkillId:20708, JobId:2006, UnlockGrade:1, LevelPerGrade:5, MaxLevel:5},  
{SkillTreeId:20701, SkillId:20401, JobId:2007, UnlockGrade:1, LevelPerGrade:5, MaxLevel:1},  
{SkillTreeId:20702, SkillId:20402, JobId:2007, UnlockGrade:1, LevelPerGrade:5, MaxLevel:15},  
{SkillTreeId:20703, SkillId:20403, JobId:2007, UnlockGrade:1, LevelPerGrade:5, MaxLevel:15},  
{SkillTreeId:20704, SkillId:20404, JobId:2007, UnlockGrade:1, LevelPerGrade:5, MaxLevel:15},  
{SkillTreeId:20705, SkillId:20405, JobId:2007, UnlockGrade:2, LevelPerGrade:5, MaxLevel:10},  
{SkillTreeId:20706, SkillId:20406, JobId:2007, UnlockGrade:3, LevelPerGrade:5, MaxLevel:5},  
{SkillTreeId:20801, SkillId:20801, JobId:2008, UnlockGrade:1, LevelPerGrade:5, MaxLevel:15},  
{SkillTreeId:20802, SkillId:20802, JobId:2008, UnlockGrade:1, LevelPerGrade:5, MaxLevel:15},  
{SkillTreeId:20803, SkillId:20803, JobId:2008, UnlockGrade:1, LevelPerGrade:5, MaxLevel:15},  
{SkillTreeId:20804, SkillId:20804, JobId:2008, UnlockGrade:1, LevelPerGrade:5, MaxLevel:15},  
{SkillTreeId:20805, SkillId:20805, JobId:2008, UnlockGrade:2, LevelPerGrade:5, MaxLevel:10},  
{SkillTreeId:20806, SkillId:20806, JobId:2008, UnlockGrade:2, LevelPerGrade:5, MaxLevel:10},  
{SkillTreeId:20901, SkillId:20901, JobId:2009, UnlockGrade:1, LevelPerGrade:5, MaxLevel:15},  
{SkillTreeId:20902, SkillId:20902, JobId:2009, UnlockGrade:1, LevelPerGrade:5, MaxLevel:5},  
{SkillTreeId:20903, SkillId:20903, JobId:2009, UnlockGrade:1, LevelPerGrade:5, MaxLevel:15},  
{SkillTreeId:20904, SkillId:20904, JobId:2009, UnlockGrade:1, LevelPerGrade:5, MaxLevel:15},  
{SkillTreeId:20905, SkillId:20905, JobId:2009, UnlockGrade:1, LevelPerGrade:5, MaxLevel:15},  
{SkillTreeId:20906, SkillId:20906, JobId:2009, UnlockGrade:1, LevelPerGrade:5, MaxLevel:1},  
{SkillTreeId:21001, SkillId:20501, JobId:2010, UnlockGrade:1, LevelPerGrade:5, MaxLevel:15},  
{SkillTreeId:21002, SkillId:20502, JobId:2010, UnlockGrade:1, LevelPerGrade:5, MaxLevel:15},  
{SkillTreeId:21003, SkillId:20503, JobId:2010, UnlockGrade:1, LevelPerGrade:5, MaxLevel:15},  
{SkillTreeId:21004, SkillId:20504, JobId:2010, UnlockGrade:1, LevelPerGrade:5, MaxLevel:15},  
{SkillTreeId:21005, SkillId:20505, JobId:2010, UnlockGrade:2, LevelPerGrade:5, MaxLevel:1},  
{SkillTreeId:21006, SkillId:20506, JobId:2010, UnlockGrade:2, LevelPerGrade:5, MaxLevel:10},  
{SkillTreeId:21007, SkillId:20507, JobId:2010, UnlockGrade:3, LevelPerGrade:5, MaxLevel:5},  
{SkillTreeId:21101, SkillId:20601, JobId:2011, UnlockGrade:1, LevelPerGrade:5, MaxLevel:15},  
{SkillTreeId:21102, SkillId:20602, JobId:2011, UnlockGrade:1, LevelPerGrade:5, MaxLevel:15},  
{SkillTreeId:21103, SkillId:20603, JobId:2011, UnlockGrade:1, LevelPerGrade:5, MaxLevel:15},  
{SkillTreeId:21104, SkillId:20604, JobId:2011, UnlockGrade:1, LevelPerGrade:5, MaxLevel:15},  
{SkillTreeId:21105, SkillId:20605, JobId:2011, UnlockGrade:2, LevelPerGrade:5, MaxLevel:10},  
{SkillTreeId:21106, SkillId:20606, JobId:2011, UnlockGrade:3, LevelPerGrade:5, MaxLevel:5},  
{SkillTreeId:30101, SkillId:30004, JobId:3001, UnlockGrade:1, LevelPerGrade:5, MaxLevel:15},  
{SkillTreeId:30102, SkillId:30001, JobId:3001, UnlockGrade:1, LevelPerGrade:5, MaxLevel:15},  
{SkillTreeId:30103, SkillId:30002, JobId:3001, UnlockGrade:1, LevelPerGrade:5, MaxLevel:15},  
{SkillTreeId:30104, SkillId:30003, JobId:3001, UnlockGrade:1, LevelPerGrade:5, MaxLevel:15},  
{SkillTreeId:30105, SkillId:30005, JobId:3001, UnlockGrade:2, LevelPerGrade:5, MaxLevel:10},  
{SkillTreeId:30106, SkillId:30006, JobId:3001, UnlockGrade:2, LevelPerGrade:5, MaxLevel:10},  
{SkillTreeId:30107, SkillId:30007, JobId:3001, UnlockGrade:3, LevelPerGrade:5, MaxLevel:5},  
{SkillTreeId:30201, SkillId:30401, JobId:3002, UnlockGrade:1, LevelPerGrade:5, MaxLevel:15},  
{SkillTreeId:30202, SkillId:30402, JobId:3002, UnlockGrade:1, LevelPerGrade:5, MaxLevel:15},  
{SkillTreeId:30203, SkillId:30404, JobId:3002, UnlockGrade:1, LevelPerGrade:5, MaxLevel:5},  
{SkillTreeId:30204, SkillId:30405, JobId:3002, UnlockGrade:1, LevelPerGrade:5, MaxLevel:15},  
{SkillTreeId:30205, SkillId:30403, JobId:3002, UnlockGrade:1, LevelPerGrade:5, MaxLevel:15},  
{SkillTreeId:30206, SkillId:30406, JobId:3002, UnlockGrade:2, LevelPerGrade:5, MaxLevel:10},  
{SkillTreeId:30207, SkillId:30407, JobId:3002, UnlockGrade:2, LevelPerGrade:5, MaxLevel:10},  
{SkillTreeId:30208, SkillId:30408, JobId:3002, UnlockGrade:3, LevelPerGrade:5, MaxLevel:5},  
{SkillTreeId:30301, SkillId:30201, JobId:3003, UnlockGrade:1, LevelPerGrade:5, MaxLevel:15},  
{SkillTreeId:30302, SkillId:30202, JobId:3003, UnlockGrade:1, LevelPerGrade:5, MaxLevel:15},  
{SkillTreeId:30303, SkillId:30203, JobId:3003, UnlockGrade:1, LevelPerGrade:5, MaxLevel:15},  
{SkillTreeId:30304, SkillId:30204, JobId:3003, UnlockGrade:1, LevelPerGrade:5, MaxLevel:15},  
{SkillTreeId:30305, SkillId:30205, JobId:3003, UnlockGrade:2, LevelPerGrade:5, MaxLevel:10},  
{SkillTreeId:30306, SkillId:30206, JobId:3003, UnlockGrade:2, LevelPerGrade:5, MaxLevel:10},  
{SkillTreeId:30307, SkillId:30207, JobId:3003, UnlockGrade:3, LevelPerGrade:5, MaxLevel:5},  
{SkillTreeId:30401, SkillId:30101, JobId:3004, UnlockGrade:1, LevelPerGrade:5, MaxLevel:15},  
{SkillTreeId:30402, SkillId:30102, JobId:3004, UnlockGrade:1, LevelPerGrade:5, MaxLevel:15},  
{SkillTreeId:30403, SkillId:30103, JobId:3004, UnlockGrade:1, LevelPerGrade:5, MaxLevel:15},  
{SkillTreeId:30404, SkillId:30104, JobId:3004, UnlockGrade:1, LevelPerGrade:5, MaxLevel:15},  
{SkillTreeId:30405, SkillId:30105, JobId:3004, UnlockGrade:2, LevelPerGrade:5, MaxLevel:10},  
{SkillTreeId:30406, SkillId:30106, JobId:3004, UnlockGrade:3, LevelPerGrade:5, MaxLevel:5},  
{SkillTreeId:30407, SkillId:30107, JobId:3004, UnlockGrade:3, LevelPerGrade:5, MaxLevel:5},  
{SkillTreeId:30501, SkillId:30301, JobId:3005, UnlockGrade:1, LevelPerGrade:5, MaxLevel:15},  
{SkillTreeId:30502, SkillId:30305, JobId:3005, UnlockGrade:1, LevelPerGrade:5, MaxLevel:15},  
{SkillTreeId:30503, SkillId:30302, JobId:3005, UnlockGrade:1, LevelPerGrade:5, MaxLevel:15},  
{SkillTreeId:30504, SkillId:30303, JobId:3005, UnlockGrade:1, LevelPerGrade:5, MaxLevel:15},  
{SkillTreeId:30505, SkillId:30304, JobId:3005, UnlockGrade:1, LevelPerGrade:5, MaxLevel:15},  
{SkillTreeId:30506, SkillId:30306, JobId:3005, UnlockGrade:2, LevelPerGrade:5, MaxLevel:10},  
{SkillTreeId:30507, SkillId:30307, JobId:3005, UnlockGrade:2, LevelPerGrade:5, MaxLevel:10},  
{SkillTreeId:30508, SkillId:30308, JobId:3005, UnlockGrade:3, LevelPerGrade:5, MaxLevel:5},  
{SkillTreeId:30601, SkillId:30501, JobId:3006, UnlockGrade:1, LevelPerGrade:5, MaxLevel:15},  
{SkillTreeId:30602, SkillId:30502, JobId:3006, UnlockGrade:1, LevelPerGrade:5, MaxLevel:15},  
{SkillTreeId:30603, SkillId:30503, JobId:3006, UnlockGrade:1, LevelPerGrade:5, MaxLevel:15},  
{SkillTreeId:30604, SkillId:30504, JobId:3006, UnlockGrade:1, LevelPerGrade:5, MaxLevel:15},  
{SkillTreeId:30605, SkillId:30507, JobId:3006, UnlockGrade:1, LevelPerGrade:5, MaxLevel:15},  
{SkillTreeId:30606, SkillId:30505, JobId:3006, UnlockGrade:2, LevelPerGrade:5, MaxLevel:10},  
{SkillTreeId:30607, SkillId:30506, JobId:3006, UnlockGrade:3, LevelPerGrade:5, MaxLevel:5},  
{SkillTreeId:30701, SkillId:39007, JobId:3007, UnlockGrade:1, LevelPerGrade:5, MaxLevel:15},  
{SkillTreeId:30702, SkillId:39008, JobId:3007, UnlockGrade:1, LevelPerGrade:5, MaxLevel:15},  
{SkillTreeId:30703, SkillId:39009, JobId:3007, UnlockGrade:1, LevelPerGrade:5, MaxLevel:15},  
{SkillTreeId:30704, SkillId:39010, JobId:3007, UnlockGrade:1, LevelPerGrade:5, MaxLevel:15},  
{SkillTreeId:30801, SkillId:30601, JobId:3008, UnlockGrade:1, LevelPerGrade:5, MaxLevel:5},  
{SkillTreeId:30802, SkillId:30602, JobId:3008, UnlockGrade:1, LevelPerGrade:5, MaxLevel:15},  
{SkillTreeId:30803, SkillId:30603, JobId:3008, UnlockGrade:1, LevelPerGrade:5, MaxLevel:15},  
{SkillTreeId:30804, SkillId:30604, JobId:3008, UnlockGrade:1, LevelPerGrade:5, MaxLevel:15},  
{SkillTreeId:30805, SkillId:30605, JobId:3008, UnlockGrade:2, LevelPerGrade:5, MaxLevel:10},  
{SkillTreeId:30806, SkillId:30606, JobId:3008, UnlockGrade:3, LevelPerGrade:5, MaxLevel:5},  
{SkillTreeId:30901, SkillId:30701, JobId:3009, UnlockGrade:1, LevelPerGrade:5, MaxLevel:15},  
{SkillTreeId:30902, SkillId:30702, JobId:3009, UnlockGrade:1, LevelPerGrade:5, MaxLevel:15},  
{SkillTreeId:30903, SkillId:30703, JobId:3009, UnlockGrade:1, LevelPerGrade:5, MaxLevel:15},  
{SkillTreeId:30904, SkillId:30704, JobId:3009, UnlockGrade:1, LevelPerGrade:5, MaxLevel:15},  
{SkillTreeId:30905, SkillId:30706, JobId:3009, UnlockGrade:2, LevelPerGrade:5, MaxLevel:10},  
{SkillTreeId:30906, SkillId:30705, JobId:3009, UnlockGrade:2, LevelPerGrade:5, MaxLevel:10},  
{SkillTreeId:30907, SkillId:30707, JobId:3009, UnlockGrade:2, LevelPerGrade:5, MaxLevel:10},  
{SkillTreeId:30908, SkillId:30708, JobId:3009, UnlockGrade:2, LevelPerGrade:5, MaxLevel:10},  
{SkillTreeId:31001, SkillId:30901, JobId:3010, UnlockGrade:1, LevelPerGrade:5, MaxLevel:15},  
{SkillTreeId:31002, SkillId:30902, JobId:3010, UnlockGrade:1, LevelPerGrade:5, MaxLevel:15},  
{SkillTreeId:31003, SkillId:30903, JobId:3010, UnlockGrade:1, LevelPerGrade:5, MaxLevel:15},  
{SkillTreeId:31004, SkillId:30904, JobId:3010, UnlockGrade:1, LevelPerGrade:5, MaxLevel:15},  
{SkillTreeId:31101, SkillId:30801, JobId:3011, UnlockGrade:1, LevelPerGrade:5, MaxLevel:15},  
{SkillTreeId:31102, SkillId:30802, JobId:3011, UnlockGrade:1, LevelPerGrade:5, MaxLevel:15},  
{SkillTreeId:31103, SkillId:30803, JobId:3011, UnlockGrade:1, LevelPerGrade:5, MaxLevel:15},  
{SkillTreeId:31104, SkillId:30804, JobId:3011, UnlockGrade:1, LevelPerGrade:5, MaxLevel:15},  
{SkillTreeId:31105, SkillId:30805, JobId:3011, UnlockGrade:2, LevelPerGrade:5, MaxLevel:10},  
{SkillTreeId:31106, SkillId:30806, JobId:3011, UnlockGrade:2, LevelPerGrade:5, MaxLevel:10},  
{SkillTreeId:31401, SkillId:31001, JobId:3014, UnlockGrade:1, LevelPerGrade:5, MaxLevel:1},  
{SkillTreeId:31402, SkillId:31002, JobId:3014, UnlockGrade:1, LevelPerGrade:5, MaxLevel:15},  
{SkillTreeId:31403, SkillId:31003, JobId:3014, UnlockGrade:1, LevelPerGrade:5, MaxLevel:15},  
{SkillTreeId:31404, SkillId:31004, JobId:3014, UnlockGrade:1, LevelPerGrade:5, MaxLevel:15},  
{SkillTreeId:31405, SkillId:31005, JobId:3014, UnlockGrade:1, LevelPerGrade:5, MaxLevel:15},  
{SkillTreeId:31406, SkillId:31006, JobId:3014, UnlockGrade:1, LevelPerGrade:5, MaxLevel:15},  
{SkillTreeId:40101, SkillId:40001, JobId:4001, UnlockGrade:1, LevelPerGrade:5, MaxLevel:15},  
{SkillTreeId:40102, SkillId:40002, JobId:4001, UnlockGrade:1, LevelPerGrade:5, MaxLevel:15},  
{SkillTreeId:40103, SkillId:40003, JobId:4001, UnlockGrade:1, LevelPerGrade:5, MaxLevel:15},  
